,gameId,playId,nflId,event,displayName,position,frameId,route,targetNflId,Opp_Dist,closestOpp_Id,Team_Dist,closestTeam_Id,QB_Dist,closestQB_Id,FootDist
0,2018090600,75,2495454.0,ball_snap,Julio Jones,WR,11,HITCH,2495454.0,7.472857552502923,2555383.0,8.001049931102798,2533040.0,17.474132310360933,310.0,17.335126189330147
1,2018090600,146,2560854.0,ball_snap,Calvin Ridley,WR,11,HITCH,2560854.0,4.0163291697768,79848.0,3.938019806958822,2555415.0,8.348802309313593,310.0,8.227198794243396
2,2018090600,168,2543583.0,ball_snap,Devonta Freeman,RB,11,SCREEN,2543583.0,4.676804464589037,2557958.0,2.353210572813233,2555415.0,9.739815193318615,310.0,9.679969008214849
3,2018090600,190,2495454.0,ball_snap,Julio Jones,WR,11,CORNER,2495454.0,4.070343965809276,2557958.0,3.473384516577453,2533040.0,8.875207039838568,310.0,8.109383453752821
4,2018090600,256,2543583.0,ball_snap,Devonta Freeman,RB,11,OUT,2543583.0,5.000359987040933,2558175.0,9.50584031004098,310.0,9.50584031004098,310.0,8.488492210045314
5,2018090600,320,2552600.0,ball_snap,Nelson Agholor,WR,11,OUT,2552600.0,6.874743631583653,2555543.0,2.105231578710524,2540158.0,6.534049280499801,2532842.0,6.594126174103733
6,2018090600,344,2506467.0,ball_snap,Darren Sproles,RB,11,OUT,2506467.0,7.164356216716198,2539653.0,6.519386474201387,2507763.0,8.420409728748357,2532842.0,8.129138945792473
7,2018090600,402,2533040.0,ball_snap,Mohamed Sanu,WR,11,HITCH,2533040.0,5.525866447897563,2557958.0,7.6689308250889825,2560854.0,13.166054838105454,310.0,13.055209688090038
8,2018090600,492,2552453.0,ball_snap,Tevin Coleman,RB,11,FLAT,2552453.0,11.717619212109597,2552315.0,5.780077854146952,310.0,5.780077854146952,310.0,7.281346029409673
9,2018090600,521,2555415.0,ball_snap,Austin Hooper,TE,11,FLAT,2555415.0,5.702245171859942,2495613.0,0.8809086218218085,2507828.0,5.130350865194309,310.0,5.447384693593796
10,2018090600,636,2555415.0,ball_snap,Austin Hooper,TE,11,IN,2555415.0,3.0527692346458166,2552689.0,5.022071285834164,2543583.0,7.593602570585323,310.0,6.980064469616308
11,2018090600,752,2552600.0,ball_snap,Nelson Agholor,WR,11,IN,2552600.0,5.190086704478063,2539653.0,8.896072166973473,2540158.0,16.290122774245752,2532842.0,15.700257959664233
12,2018090600,776,2532842.0,ball_snap,Nick Foles,QB,11,,2532842.0,7.7151409578827534,2552301.0,2.1425452153921984,2506467.0,0.0,2532842.0,4.500044444224968
13,2018090600,839,2532842.0,ball_snap,Nick Foles,QB,11,,2532842.0,6.951747981623037,2555255.0,1.8039955654047464,2555461.0,0.0,2532842.0,4.290186476133641
14,2018090600,889,2495454.0,ball_snap,Julio Jones,WR,11,POST,2495454.0,3.5717922671958493,2552689.0,15.27497954172116,310.0,15.27497954172116,310.0,15.44992556616374
15,2018090600,949,2543583.0,ball_snap,Devonta Freeman,RB,11,FLAT,2543583.0,11.799478802048842,79848.0,2.4041630560342604,310.0,2.4041630560342604,310.0,4.9162994213127424
16,2018090600,992,2552600.0,ball_snap,Nelson Agholor,WR,11,CROSS,2552600.0,8.064862057096827,2555543.0,4.688251273129464,2560995.0,4.921839087170566,2532842.0,5.707766638537356
17,2018090600,1037,2552600.0,ball_snap,Nelson Agholor,WR,11,HITCH,2552600.0,2.2163257883262566,2555255.0,1.5179262169156964,2540158.0,8.658371671394105,2532842.0,7.842225449449919
18,2018090600,1061,2552600.0,ball_snap,Nelson Agholor,WR,11,IN,2552600.0,2.66272416896681,2539653.0,7.7115303280218,2540158.0,16.59967770771469,2532842.0,16.338531145730332
19,2018090600,1085,2553502.0,ball_snap,DeAndre Carter,WR,11,OUT,2553502.0,5.769454046961464,2555255.0,8.665062030937808,2552582.0,10.994384930499752,2532842.0,10.663817327767763
20,2018090600,1202,2506467.0,ball_snap,Darren Sproles,RB,11,ANGLE,2506467.0,6.722625975018985,2552301.0,3.2312536266904215,2532842.0,3.2312536266904215,2532842.0,5.292296288002022
21,2018090600,1226,2507763.0,ball_snap,Mike Wallace,WR,11,,2507763.0,2.126805115660578,2539334.0,10.16332622717583,2553502.0,22.6262347729356,2532842.0,22.403222982419294
22,2018090600,1295,2560995.0,ball_snap,Dallas Goedert,TE,11,GO,2560995.0,2.0834586628968648,2557967.0,12.182290425039131,2552582.0,13.913741409125016,2532842.0,13.500003703703198
23,2018090600,1344,2540158.0,ball_snap,Zach Ertz,TE,11,HITCH,2540158.0,7.697564549907975,2555255.0,2.6218504915421885,2559150.0,3.8218843519918297,2532842.0,4.265969995206248
24,2018090600,1423,2495454.0,ball_snap,Julio Jones,WR,11,OUT,2495454.0,6.58243875778575,79848.0,7.361012158664051,2555415.0,14.69072156158437,310.0,14.738826276199882
25,2018090600,1473,2533040.0,ball_snap,Mohamed Sanu,WR,11,HITCH,2533040.0,6.880879304275008,2534832.0,2.0483163818121506,2495454.0,7.271595423289165,310.0,7.5953275110425595
26,2018090600,1546,2533040.0,ball_snap,Mohamed Sanu,WR,11,GO,2533040.0,5.157606033810639,2557958.0,8.219099707388885,2560854.0,12.864897978608305,310.0,12.403874394720384
27,2018090600,1568,310.0,ball_snap,Matt Ryan,QB,11,,310.0,9.233661245681482,2552315.0,2.263183598385245,2543583.0,0.0,310.0,3.9274673773311073
28,2018090600,1628,2506467.0,ball_snap,Darren Sproles,RB,11,FLAT,2506467.0,6.491787119122129,2552301.0,2.364148895480143,2532842.0,2.364148895480143,2532842.0,5.6797887284651765
29,2018090600,1680,2552600.0,ball_snap,Nelson Agholor,WR,11,CROSS,2552600.0,8.647832098277576,2556445.0,3.217530108639233,2540158.0,10.693554133215017,2532842.0,10.49480347600659
30,2018090600,1715,2552600.0,ball_snap,Nelson Agholor,WR,11,,2552600.0,1.583824485225555,2539334.0,9.768648831849774,2540158.0,15.520389814692152,2532842.0,14.960003342245615
31,2018090600,1750,2540158.0,ball_snap,Zach Ertz,TE,11,FLAT,2540158.0,9.066757965226603,2555543.0,5.352102390649866,2506467.0,7.405815282600558,2532842.0,6.901376674258548
32,2018090600,1779,2506467.0,ball_snap,Darren Sproles,RB,11,FLAT,2506467.0,10.045382023596712,2555255.0,2.395704489289108,2532842.0,2.395704489289108,2532842.0,5.0089220397207175
